AirportFrom,AirportTo,route_flight_cnt_train,route_delay_rate_train
DAY,ORD,154,0.2987012987012987
DTW,CAK,72,0.5
ORD,LNK,70,0.5571428571428572
ASE,DEN,238,0.3235294117647059
YUM,IPL,25,0.56
LAX,BOI,44,0.6136363636363636
SAN,AUS,56,0.8214285714285714
CLT,BOS,290,0.43103448275862066
OAK,JFK,47,0.2978723404255319
SEA,SFO,346,0.44508670520231214
PIT,SFO,25,0.32
CLE,MDW,149,0.6442953020134228
JAN,ATL,214,0.34579439252336447
LAS,TUS,118,0.7033898305084746
SAT,CLT,60,0.05
SDF,CLE,58,0.3448275862068966
CLT,PNS,3,0.3333333333333333
MSN,DFW,49,0.4897959183673469
BMI,MSP,24,0.375
ORD,AZO,75,0.37333333333333335
ATL,AVL,212,0.330188679245283
SEA,PDX,205,0.23414634146341465
HOU,JAN,68,0.7205882352941176
MDW,BWI,153,0.7254901960784313
HNL,PHX,80,0.325
MCO,ISP,109,0.5688073394495413
BUR,LAS,292,0.6746575342465754
MDW,PIT,137,0.708029197080292
DEN,FLL,101,0.6633663366336634
EGE,DEN,78,0.28205128205128205
SJU,LAX,7,0.5714285714285714
BHM,TPA,55,0.6181818181818182
MCO,MKE,162,0.2716049382716049
RDU,PHX,27,0.7777777777777778
SEA,CLT,49,0.5714285714285714
ABQ,IAH,142,0.28169014084507044
BHM,JAX,28,0.8214285714285714
ATL,UTM,13,0.15384615384615385
ELP,ATL,68,0.4117647058823529
PSP,ORD,28,0.32142857142857145
MSN,EWR,25,0.48
PVD,CLE,47,0.2127659574468085
CLE,RDU,10,0.1
DSM,IAH,48,0.3125
FAY,DFW,49,0.1836734693877551
BZN,SLC,118,0.23728813559322035
SLC,BIS,23,0.21739130434782608
FAT,SLC,66,0.4393939393939394
DEN,RDM,24,0.3333333333333333
GCC,DEN,49,0.46938775510204084
HNL,SAN,25,0.44
SAN,SMF,243,0.757201646090535
LAX,PHX,494,0.5404858299595142
LAS,DEN,512,0.41796875
DFW,JFK,27,0.7407407407407407
PWM,BWI,44,0.11363636363636363
MIA,SJU,199,0.6633165829145728
RSW,STL,27,0.6296296296296297
AUS,ATL,135,0.3111111111111111
MSP,EWR,188,0.5212765957446809
PHL,DCA,45,0.28888888888888886
CLT,SDF,74,0.2972972972972973
DFW,FSM,58,0.27586206896551724
MLU,DFW,21,0.14285714285714285
DFW,CSG,48,0.3333333333333333
MKE,MEM,79,0.3291139240506329
BHM,MEM,56,0.30357142857142855
MEM,XNA,67,0.2537313432835821
JAN,MEM,75,0.28
HNL,OAK,24,0.4166666666666667
MDW,BUF,95,0.8631578947368421
DTW,ORD,357,0.453781512605042
STL,FLL,25,0.88
DCA,MIA,274,0.4635036496350365
OKC,DFW,179,0.09497206703910614
DCA,CLT,198,0.30303030303030304
BOS,CAK,28,0.5
SJC,MSP,33,0.5454545454545454
MCO,CRW,10,0.4
OMA,EWR,64,0.515625
TYS,IAH,84,0.27380952380952384
CVG,MIA,106,0.32075471698113206
AMA,DFW,60,0.36666666666666664
BIS,MSP,117,0.5384615384615384
TPA,LAX,22,0.7727272727272727
MKE,CAK,44,0.5227272727272727
LGA,BGR,2,0.5
SEA,DCA,48,0.2916666666666667
BWI,HOU,70,0.7857142857142857
BRW,FAI,20,0.7
SFO,IAH,177,0.8192090395480226
AUS,FLL,53,0.5660377358490566
OAK,BUR,288,0.75
RDU,BNA,92,0.6521739130434783
DEN,PIT,46,0.32608695652173914
SEA,IAH,176,0.5113636363636364
BNA,ATL,216,0.48148148148148145
JAX,ATL,374,0.2887700534759358
BHM,MSY,42,0.7380952380952381
FAT,DFW,47,0.3191489361702128
SEA,PSP,67,0.29850746268656714
SJU,JFK,260,0.4653846153846154
PHX,BOI,53,0.32075471698113206
SAT,TPA,22,0.4090909090909091
MIA,SFO,70,0.4857142857142857
LGA,IND,74,0.22972972972972974
SLC,SNA,141,0.48936170212765956
RIC,BOS,45,0.5111111111111111
DCA,MEM,40,0.65
IAH,ORF,52,0.4807692307692308
ELM,DTW,86,0.3953488372093023
MSP,ICT,49,0.4897959183673469
OKC,SLC,61,0.4426229508196721
ATL,EWN,62,0.24193548387096775
DEN,EUG,47,0.40425531914893614
DEN,FAT,73,0.547945205479452
JAX,ORD,135,0.21481481481481482
BWI,SJU,44,0.45454545454545453
SFO,LIH,25,0.4
SFO,LAS,431,0.5336426914153132
PHX,OKC,52,0.8076923076923077
BWI,PVD,194,0.6958762886597938
MCO,IND,115,0.4
BWI,ABQ,31,0.9032258064516129
EGE,MIA,11,0.36363636363636365
PDX,KOA,11,0.45454545454545453
ATL,BDL,143,0.3916083916083916
GSO,EWR,83,0.4578313253012048
DFW,EGE,39,0.48717948717948717
MIA,CLE,71,0.49295774647887325
DFW,LFT,72,0.25
IPL,LAX,26,0.38461538461538464
IND,MCI,45,0.7111111111111111
MDW,MHT,76,0.6447368421052632
DAY,DEN,77,0.3246753246753247
DFW,IAH,328,0.32926829268292684
LAS,TPA,45,0.9333333333333333
OAK,DEN,135,0.5333333333333333
BOS,PBI,123,0.6341463414634146
SLC,ABQ,174,0.47701149425287354
MSY,MKE,29,0.27586206896551724
SEA,TUS,26,0.2692307692307692
CLT,CLE,161,0.38509316770186336
MCO,LEX,15,0.26666666666666666
MSP,OMA,77,0.4675324675324675
ONT,ATL,18,0.4444444444444444
IAH,LRD,89,0.3707865168539326
HDN,ORD,15,0.2
DFW,SPS,37,0.32432432432432434
MYR,EWR,4,0.5
CLE,DTW,104,0.25961538461538464
CHA,ORD,46,0.34782608695652173
ORD,CMX,47,0.574468085106383
FLL,JFK,330,0.49393939393939396
AMA,LAS,28,0.8928571428571429
MDW,CMH,139,0.7050359712230215
RDU,ORD,199,0.33668341708542715
LAX,MSY,112,0.5089285714285714
MIA,JFK,267,0.44569288389513106
MSP,MKE,197,0.467005076142132
BWI,SLC,72,0.5555555555555556
EWR,CLT,392,0.30612244897959184
LAS,CLT,117,0.2564102564102564
DFW,TUS,172,0.4883720930232558
LAS,MCO,43,0.8604651162790697
ABQ,SLC,174,0.40229885057471265
LGA,JAX,55,0.4727272727272727
EWR,BTV,57,0.42105263157894735
MSP,FAR,112,0.48214285714285715
TYS,CLE,23,0.34782608695652173
DFW,AEX,73,0.2876712328767123
CYS,DFW,26,0.23076923076923078
CHO,ATL,72,0.25
DEN,ASE,243,0.48559670781893005
MCI,IND,43,0.7209302325581395
SAN,ORD,185,0.34594594594594597
MCO,MDW,226,0.4646017699115044
STL,MSP,120,0.7416666666666667
PDX,SAN,66,0.4696969696969697
MKE,TPA,55,0.45454545454545453
PHL,JAX,88,0.4090909090909091
STL,MIA,73,0.2876712328767123
BOS,LGB,14,0.7857142857142857
MEM,BWI,40,0.45
BOS,PHF,25,0.32
EWR,TUL,23,0.5652173913043478
FAT,PHX,104,0.23076923076923078
MEM,LEX,47,0.2765957446808511
ORD,IND,196,0.5357142857142857
CMH,RDU,21,0.19047619047619047
ORD,CAK,53,0.4528301886792453
DTW,SDF,45,0.35555555555555557
LAS,JFK,246,0.32926829268292684
STL,DEN,138,0.6159420289855072
ABQ,OAK,66,0.6363636363636364
ITO,HNL,450,0.2644444444444444
RNO,OAK,56,0.75
STL,MCI,103,0.7961165048543689
MSY,MEM,42,0.16666666666666666
EGE,LGA,1,0.0
CLE,MHT,80,0.4
SBA,PHX,117,0.1452991452991453
DFW,LEX,69,0.391304347826087
FWA,CVG,36,0.3333333333333333
RST,MSP,77,0.37662337662337664
DTW,CRW,61,0.2459016393442623
GSP,ORD,37,0.40540540540540543
ORD,SAV,43,0.5581395348837209
SFO,CIC,101,0.5544554455445545
LAX,JAC,14,0.7142857142857143
PDX,BOS,26,0.46153846153846156
BWI,MCI,62,0.7419354838709677
DEN,JFK,50,0.32
BNA,CMH,42,0.7380952380952381
OAK,LAX,338,0.7603550295857988
PHX,BNA,50,0.8
ORF,BNA,27,0.6296296296296297
SLC,RNO,142,0.6408450704225352
MCI,ABQ,34,0.8235294117647058
PDX,EWR,45,0.35555555555555557
MCO,BUF,107,0.5233644859813084
BOS,STT,8,0.25
BWI,ROC,50,0.18
PIT,BOS,57,0.40350877192982454
MEM,IAH,190,0.23684210526315788
DTW,SFO,75,0.64
CVG,OMA,24,0.3333333333333333
ATL,MLI,99,0.6262626262626263
SHV,MEM,69,0.10144927536231885
OMA,LGA,18,0.1111111111111111
MFR,SFO,142,0.5070422535211268
DAL,STL,190,0.7789473684210526
IAH,ATL,370,0.3945945945945946
MCO,BDL,171,0.49122807017543857
CLT,TPA,221,0.47058823529411764
JFK,ATL,158,0.4240506329113924
IAD,ATL,351,0.4358974358974359
PSG,JNU,26,0.38461538461538464
LAS,SEA,296,0.4391891891891892
SNA,ORD,138,0.35507246376811596
PHX,CMH,64,0.46875
LAS,STL,91,0.7802197802197802
ADK,ANC,6,0.6666666666666666
CMH,MDW,138,0.7028985507246377
CLE,ORD,334,0.4221556886227545
SNA,DEN,283,0.45936395759717313
PHX,PVD,27,0.9629629629629629
ATL,SAV,260,0.47307692307692306
SEA,LIH,26,0.34615384615384615
MEM,MCI,57,0.3508771929824561
SLC,EWR,45,0.4
TYS,MCO,14,0.21428571428571427
RIC,EWR,110,0.3
IAH,MEM,183,0.2185792349726776
EWR,SDF,60,0.4166666666666667
CHS,MIA,54,0.2037037037037037
MIA,ORF,51,0.4117647058823529
DTW,SWF,68,0.45588235294117646
MSO,SLC,114,0.41228070175438597
OAK,OGG,33,0.15151515151515152
MCO,EWR,319,0.5329153605015674
HNL,LIH,569,0.28646748681898065
RDU,LAS,26,0.6923076923076923
SAT,PHX,183,0.3442622950819672
PVD,MCO,109,0.5229357798165137
ABQ,IAD,23,0.17391304347826086
IND,LGA,74,0.21621621621621623
DTW,MCI,102,0.5882352941176471
DCA,MSP,113,0.5752212389380531
PHL,DTW,157,0.4012738853503185
STL,MKE,63,0.4444444444444444
MBS,DTW,148,0.2702702702702703
SGF,MEM,69,0.18840579710144928
DSM,ATL,70,0.5571428571428572
DTW,ROA,48,0.5
STL,JFK,49,0.3469387755102041
SLC,BTM,48,0.2916666666666667
EVV,ATL,70,0.2714285714285714
LNK,DEN,69,0.2898550724637681
DEN,HLN,50,0.62
SFO,OTH,51,0.7254901960784313
LAX,HNL,377,0.506631299734748
HOU,STL,91,0.7362637362637363
MDW,ATL,308,0.5162337662337663
DAL,BHM,74,0.8918918918918919
SJC,SNA,165,0.6787878787878788
PHX,SDF,20,0.95
RSW,ATL,284,0.2323943661971831
SDF,STL,49,0.5714285714285714
PHL,DEN,191,0.47643979057591623
LAS,TUL,26,0.9615384615384616
MKE,MSY,28,0.2857142857142857
DEN,MSN,82,0.4146341463414634
LAS,MAF,23,0.8260869565217391
ATL,MTJ,11,0.45454545454545453
DTW,FLL,139,0.5827338129496403
JFK,DFW,57,0.49122807017543857
TUL,IAH,161,0.15527950310559005
SRQ,CLT,19,0.10526315789473684
DFW,MSN,50,0.36
CVG,FLL,39,0.3333333333333333
MEM,COU,76,0.2236842105263158
ORD,CRW,95,0.4842105263157895
ORD,TYS,173,0.4508670520231214
CVG,BNA,36,0.19444444444444445
DTW,CHS,38,0.21052631578947367
TUL,DTW,16,0.5
ORD,EAU,50,0.4
DEN,PSC,68,0.4264705882352941
LAX,ABQ,162,0.6481481481481481
PVD,MDW,66,0.5454545454545454
SIT,KTN,23,0.30434782608695654
JAX,BWI,148,0.4594594594594595
BWI,TPA,191,0.5863874345549738
MKE,MCI,65,0.4
RDU,TPA,130,0.5538461538461539
ORD,CLE,297,0.46464646464646464
TPA,BOS,87,0.3793103448275862
DTW,MEM,102,0.5490196078431373
MEM,SLC,60,0.5666666666666667
DFW,GSO,65,0.3384615384615385
DFW,TLH,25,0.52
IND,MKE,71,0.36619718309859156
OMA,MKE,65,0.49230769230769234
RIC,MIA,46,0.45652173913043476
ABE,ATL,25,0.28
TYS,IAD,36,0.2777777777777778
CMX,ORD,50,0.32
CVG,MSY,33,0.48484848484848486
ECP,BWI,49,0.4489795918367347
DEN,LAX,610,0.46557377049180326
ATL,MIA,402,0.39800995024875624
SAN,BNA,24,0.8333333333333334
DFW,RIC,72,0.4861111111111111
LGB,ORD,20,0.6
ATL,ACY,50,0.36
SLC,PHL,46,0.45652173913043476
PBI,DFW,54,0.2777777777777778
RDU,STL,62,0.46774193548387094
EWR,XNA,30,0.5
ORF,CLE,45,0.37777777777777777
DFW,SAF,50,0.4
MIA,SDF,51,0.27450980392156865
DTW,MBS,149,0.4228187919463087
BNA,CVG,43,0.23255813953488372
XNA,DEN,43,0.13953488372093023
SFO,CEC,49,0.6122448979591837
EAU,ORD,55,0.45454545454545453
MTJ,LAX,3,1.0
EWR,IAD,5,0.2
BNA,LAX,73,0.6986301369863014
LAS,ONT,169,0.7100591715976331
MDW,DEN,305,0.6426229508196721
OGG,SNA,13,0.46153846153846156
GEG,DEN,129,0.3643410852713178
DTW,CLT,205,0.33658536585365856
SFO,ATL,197,0.467005076142132
ATL,ORF,157,0.445859872611465
ATL,TLH,200,0.445
FLL,MKE,18,0.05555555555555555
OAK,ABQ,74,0.8513513513513513
SAN,HOU,48,0.875
FLL,CMH,22,0.09090909090909091
LAX,FLL,21,0.38095238095238093
BOS,RDU,187,0.3315508021390374
RSW,FNT,22,0.5
PDX,LGB,50,0.2
ATL,COS,25,0.76
OMA,ATL,110,0.42727272727272725
EWR,ROC,62,0.532258064516129
DTW,PLN,23,0.391304347826087
MSP,GFK,170,0.5235294117647059
CVG,FWA,34,0.3235294117647059
MLU,ATL,61,0.36065573770491804
ORD,RAP,29,0.3448275862068966
SDF,LAS,28,0.8571428571428571
JFK,SYR,136,0.375
ATL,RDU,350,0.4142857142857143
ORD,PVD,57,0.38596491228070173
KOA,HNL,529,0.23251417769376181
MCO,PHL,386,0.3911917098445596
MIA,LAX,174,0.5862068965517241
JFK,CLT,158,0.4430379746835443
SJC,LAS,199,0.7738693467336684
MIA,BOS,181,0.4198895027624309
BOS,DTW,159,0.5031446540880503
HPN,ATL,192,0.453125
CLT,MDT,73,0.3561643835616438
TPA,CAK,22,0.2727272727272727
FLL,MCI,22,0.6363636363636364
DTW,SAT,28,0.39285714285714285
MEM,SEA,16,0.4375
CLT,AUS,77,0.4155844155844156
EWR,PWM,1,0.0
MEM,TYS,49,0.2857142857142857
LIT,DTW,32,0.34375
LAN,ORD,81,0.345679012345679
ORD,BWI,220,0.3181818181818182
SEA,HNL,108,0.4351851851851852
PHX,ELP,259,0.3359073359073359
DAL,TUL,129,0.7829457364341085
ANC,SCC,23,0.08695652173913043
PHL,LAS,146,0.4041095890410959
ATL,MSP,377,0.48010610079575594
ABQ,DEN,177,0.5254237288135594
PDX,ANC,43,0.3953488372093023
BWI,SDF,74,0.6891891891891891
LAX,MCI,53,0.6226415094339622
ORD,DFW,434,0.6129032258064516
TUS,ORD,48,0.16666666666666666
IAD,LAS,50,0.28
BNA,LAS,69,0.7536231884057971
GEG,SLC,131,0.5190839694656488
ALB,MDW,49,0.5306122448979592
PHF,MCO,26,0.15384615384615385
ABE,MCO,19,0.2631578947368421
MEM,ORD,238,0.39915966386554624
PWM,MCO,23,0.30434782608695654
PHL,MSP,109,0.44036697247706424
JFK,EGE,14,0.5714285714285714
BTR,DFW,195,0.24615384615384617
MIA,PIT,48,0.4583333333333333
ECP,MEM,68,0.23529411764705882
ACV,SFO,172,0.6104651162790697
LIT,BWI,26,0.6538461538461539
LGA,DTW,327,0.3302752293577982
OAK,PDX,132,0.8257575757575758
MDW,SNA,23,0.9130434782608695
MCO,MCI,64,0.5
IAH,IAD,115,0.34782608695652173
SJC,SEA,177,0.4858757062146893
ATL,CMH,225,0.4088888888888889
DFW,JAX,101,0.3564356435643564
PHL,RSW,78,0.41025641025641024
CMH,RSW,43,0.32558139534883723
DTW,MSN,118,0.5254237288135594
LAS,MIA,84,0.2857142857142857
MSP,FLL,30,0.6333333333333333
BWI,MEM,36,0.3333333333333333
FLG,PHX,176,0.10795454545454546
IAH,AMA,91,0.3626373626373626
MSP,XNA,46,0.34782608695652173
GRB,MQT,21,0.5238095238095238
DCA,JAN,18,0.4444444444444444
MCO,RDU,148,0.4527027027027027
PDX,HNL,45,0.4666666666666667
SJC,PHX,258,0.49612403100775193
ANC,CDV,20,0.4
DFW,ATL,662,0.37009063444108764
PHX,SLC,409,0.508557457212714
SLC,MDW,50,0.7
ALB,LAS,26,0.7692307692307693
IAD,RDU,88,0.2727272727272727
FLL,PHL,207,0.3719806763285024
ORD,LGA,672,0.4419642857142857
DCA,MCO,282,0.32269503546099293
BWI,PIT,69,0.8405797101449275
TPA,DAY,19,0.21052631578947367
MSY,DFW,140,0.19285714285714287
RIC,FLL,27,0.4074074074074074
CAK,RSW,24,0.16666666666666666
IAH,DAY,47,0.48936170212765956
CLE,DFW,147,0.4421768707482993
TYS,EWR,25,0.56
BMI,DFW,26,0.34615384615384615
FAT,DEN,70,0.37142857142857144
FLL,ISP,76,0.5263157894736842
PBI,JFK,177,0.3898305084745763
DCA,LAS,26,0.15384615384615385
TPA,MDW,104,0.5192307692307693
DFW,OMA,121,0.2396694214876033
AUS,HOU,112,0.6160714285714286
PSE,JFK,27,0.18518518518518517
CLE,SAN,9,0.7777777777777778
IAH,FLL,116,0.7241379310344828
ATL,SNA,111,0.35135135135135137
DTW,AZO,90,0.45555555555555555
CVG,DTW,138,0.2753623188405797
ABR,MSP,2,0.5
AZO,ORD,71,0.22535211267605634
CVG,DCA,85,0.4
TOL,ORD,22,0.45454545454545453
SLC,FAT,67,0.43283582089552236
SFO,SAT,21,0.8095238095238095
DAL,ELP,160,0.84375
IAH,SAT,254,0.531496062992126
OGG,DFW,24,0.08333333333333333
ABQ,LAX,162,0.5370370370370371
TPA,MKE,57,0.5087719298245614
PHX,PDX,260,0.46153846153846156
BNA,ECP,50,0.6
CMH,DEN,51,0.35294117647058826
ATL,SLC,194,0.6597938144329897
DFW,PHX,361,0.3545706371191136
SAT,DFW,366,0.2896174863387978
MCO,JAN,27,0.5555555555555556
MSP,SFO,141,0.6666666666666666
JAX,BNA,71,0.6901408450704225
ELP,ABQ,48,0.6458333333333334
LAS,BDL,23,0.7391304347826086
ORD,JFK,182,0.46153846153846156
CMH,STL,42,0.8333333333333334
BDL,CLT,121,0.3884297520661157
BUF,CLT,90,0.28888888888888886
ATL,EGE,13,0.3076923076923077
ORF,EWR,46,0.43478260869565216
ELP,ORD,102,0.4117647058823529
CVG,IAD,88,0.3068181818181818
FAR,ORD,127,0.33070866141732286
GRR,MEM,41,0.4146341463414634
RDU,LGA,249,0.3132530120481928
AUS,SLC,51,0.43137254901960786
MEM,BTR,49,0.24489795918367346
CVG,STL,68,0.35294117647058826
IAD,SAV,52,0.38461538461538464
MDW,IND,73,0.7945205479452054
PVD,ORD,62,0.3064516129032258
SLC,BWI,68,0.6617647058823529
ANC,OTZ,51,0.49019607843137253
MDW,SLC,55,0.9454545454545454
DCA,SLC,21,0.42857142857142855
DAB,ATL,96,0.4583333333333333
MCO,DSM,6,0.16666666666666666
IAH,CVG,169,0.2958579881656805
BNA,IAH,153,0.3333333333333333
BTV,EWR,65,0.36923076923076925
LGB,PHX,92,0.15217391304347827
PHX,MRY,51,0.058823529411764705
DTW,LEX,80,0.35
CVG,SBN,38,0.2631578947368421
LEX,ORD,103,0.44660194174757284
ORD,TOL,20,0.35
PHL,HOU,32,0.59375
SLC,GEG,137,0.656934306569343
MHT,BWI,172,0.563953488372093
PDX,RNO,55,0.6181818181818182
DEN,ORD,358,0.4301675977653631
ABQ,BWI,33,0.696969696969697
BNA,DFW,184,0.17391304347826086
MCO,BOS,231,0.42857142857142855
GRR,BWI,46,0.30434782608695654
LAX,CLT,94,0.5531914893617021
SNA,SLC,147,0.3945578231292517
DFW,RNO,46,0.6304347826086957
PHF,BOS,26,0.11538461538461539
HNL,DTW,5,0.0
DSM,DFW,148,0.28378378378378377
DFW,CMI,28,0.42857142857142855
DSM,MKE,45,0.35555555555555557
RDU,MEM,69,0.5507246376811594
MEM,CMH,52,0.21153846153846154
BOI,MSP,11,0.36363636363636365
ROA,ATL,93,0.44086021505376344
DEN,MEM,61,0.47540983606557374
IAD,IND,36,0.3333333333333333
YUM,LAX,98,0.41836734693877553
ATW,DEN,23,0.5217391304347826
ORD,OGG,5,0.8
PHL,TPA,202,0.4603960396039604
HNL,LAS,66,0.4393939393939394
LAX,DEN,619,0.4975767366720517
ATL,DTW,340,0.5235294117647059
IAD,SJU,64,0.328125
BOS,CLT,287,0.3797909407665505
LIT,HOU,24,0.4583333333333333
LAS,MCI,93,0.8172043010752689
ATL,PBI,295,0.4610169491525424
MKE,DTW,111,0.43243243243243246
TPA,RDU,122,0.5655737704918032
ONT,SEA,72,0.4305555555555556
ATL,BUF,197,0.2893401015228426
DFW,EWR,252,0.42857142857142855
CLT,PHL,229,0.4890829694323144
TPA,FNT,21,0.2857142857142857
ABQ,MSP,32,0.46875
DAY,IAH,47,0.3404255319148936
PIT,MIA,51,0.37254901960784315
ORD,SGF,100,0.51
SLC,BIL,118,0.3728813559322034
TRI,ATL,177,0.3446327683615819
MDW,BNA,154,0.7597402597402597
BWI,CMH,115,0.7478260869565218
HOU,ECP,48,0.7916666666666666
IAH,SFO,185,0.8486486486486486
LIT,MDW,22,0.6363636363636364
SAN,TUS,68,0.7058823529411765
MCO,ALB,56,0.5178571428571429
DEN,BOI,182,0.510989010989011
BOS,SAN,32,0.59375
FLL,BOS,136,0.5882352941176471
ATL,JAX,388,0.45618556701030927
DCA,DTW,130,0.49230769230769234
DEN,RSW,11,0.45454545454545453
SDF,TPA,26,0.8461538461538461
EWR,BNA,130,0.45384615384615384
VPS,DFW,127,0.31496062992125984
CID,DTW,68,0.17647058823529413
MIA,RIC,49,0.30612244897959184
BIS,ORD,23,0.34782608695652173
LAX,CLD,134,0.48507462686567165
IAD,MCI,24,0.3333333333333333
BOS,EWR,165,0.49696969696969695
LAX,SFO,843,0.5575326215895611
BNA,TPA,99,0.8181818181818182
OGG,PHX,39,0.07692307692307693
MDW,STL,213,0.7746478873239436
DCA,ATL,540,0.31851851851851853
MIA,BWI,71,0.352112676056338
OAK,IAD,22,0.6818181818181818
IAD,BOS,269,0.2862453531598513
CLT,PVD,117,0.4188034188034188
BOS,SLC,46,0.5
SJC,IAH,60,0.43333333333333335
MEM,FLL,34,0.38235294117647056
IAH,SDF,86,0.5232558139534884
EGE,JFK,11,0.36363636363636365
CRW,ORD,93,0.43010752688172044
MBS,MSP,23,0.08695652173913043
MEM,ECP,75,0.24
MSP,FCA,12,0.4166666666666667
RDM,PDX,69,0.42028985507246375
LAX,MTJ,3,1.0
SLC,EKO,91,0.4835164835164835
IND,BWI,111,0.4864864864864865
SFO,BOS,180,0.49444444444444446
SEA,DEN,384,0.40625
EWR,SFO,176,0.6306818181818182
BZN,DEN,110,0.2818181818181818
PDX,OAK,143,0.6923076923076923
HSV,MCO,24,0.4166666666666667
RDU,JFK,202,0.28217821782178215
CVG,SFO,25,0.84
SMF,MSP,54,0.46296296296296297
MEM,SAT,68,0.3088235294117647
LGA,DCA,263,0.1520912547528517
LRD,DFW,94,0.30851063829787234
SAN,LAX,743,0.3795423956931359
SAV,DTW,25,0.44
ATL,MDT,84,0.4523809523809524
AVL,ORD,48,0.4166666666666667
PHL,JFK,24,0.20833333333333334
HOU,MCO,95,0.8421052631578947
JFK,PHX,151,0.3841059602649007
LAS,MDW,224,0.7008928571428571
MSP,JFK,74,0.36486486486486486
ORD,RDU,211,0.4597156398104265
LAX,RNO,200,0.41
DEN,DAY,72,0.3611111111111111
OAK,RNO,60,0.85
BDL,FLL,108,0.4537037037037037
PDX,ABQ,26,0.8846153846153846
MDW,MCO,218,0.6605504587155964
TUS,IAH,104,0.3173076923076923
LAX,PDX,212,0.33490566037735847
PHL,CLT,224,0.34375
CHS,CLT,120,0.3416666666666667
BOS,LGA,638,0.21003134796238246
LAS,BHM,25,0.92
CVG,LAX,56,0.7678571428571429
IAH,HDN,12,0.9166666666666666
SHV,IAH,52,0.23076923076923078
DTW,FWA,105,0.47619047619047616
ORD,MQT,28,0.39285714285714285
LGA,XNA,48,0.2708333333333333
ATL,FAY,201,0.38308457711442784
SMF,SFO,168,0.5059523809523809
DEN,BIS,95,0.3894736842105263
EKO,SLC,94,0.5212765957446809
SEA,PHX,336,0.44047619047619047
ONT,PHX,306,0.5326797385620915
ABQ,MCI,31,0.8387096774193549
ELP,SAN,27,0.5925925925925926
JFK,SMF,19,0.5263157894736842
SFO,BWI,23,0.6521739130434783
BUF,PHX,24,0.75
BNA,JAX,72,0.6666666666666666
BOS,DFW,181,0.3370165745856354
PHL,MIA,162,0.37037037037037035
PHL,BDL,25,0.28
PBI,IAH,95,0.37894736842105264
IAH,SHV,50,0.4
SHV,DFW,83,0.1927710843373494
GSP,DTW,75,0.4533333333333333
TYS,DTW,47,0.2978723404255319
ORD,CID,94,0.3404255319148936
BTM,SLC,47,0.40425531914893614
MEI,ATL,45,0.28888888888888886
IAD,BNA,35,0.3142857142857143
ORD,SDF,50,0.44
DEN,MSO,106,0.44339622641509435
DEN,MAF,46,0.4782608695652174
MCI,LAS,95,0.7789473684210526
FLL,HOU,46,0.782608695652174
SFO,OGG,63,0.4444444444444444
SJC,HNL,23,0.043478260869565216
IAH,PDX,87,0.7816091954022989
DEN,PHL,172,0.48255813953488375
ISP,MCO,109,0.5596330275229358
BUR,JFK,60,0.4166666666666667
AUS,MDW,49,0.6530612244897959
RAP,MSP,99,0.5151515151515151
JAC,SLC,72,0.3611111111111111
MDT,MCO,21,0.3333333333333333
SLC,BOS,43,0.4186046511627907
HDN,ATL,13,0.5384615384615384
CLT,STX,2,0.5
IAH,OKC,170,0.3352941176470588
LIT,PHX,28,0.4642857142857143
DFW,MHK,76,0.3684210526315789
DFW,LBB,125,0.408
CRW,IAH,28,0.75
CLL,DFW,30,0.3333333333333333
CMH,DTW,57,0.43859649122807015
ORD,ICT,187,0.5080213903743316
ATL,MOB,198,0.3888888888888889
ORD,DLH,42,0.5
HOU,CRP,117,0.7094017094017094
PHL,ORD,465,0.4021505376344086
LAS,EWR,100,0.53
SFO,LGB,93,0.41935483870967744
BUR,SJC,183,0.6120218579234973
AUS,PHX,189,0.4126984126984127
LAX,TUS,209,0.6124401913875598
SEA,LGB,74,0.36486486486486486
DTW,SLC,102,0.7647058823529411
RSW,PHL,78,0.358974358974359
LEX,MCO,12,0.6666666666666666
MSY,SLC,25,0.56
DFW,HDN,15,0.4666666666666667
IAH,AVL,24,0.3333333333333333
CVG,RSW,59,0.3559322033898305
BFL,PHX,79,0.12658227848101267
GRK,DFW,136,0.27205882352941174
DTW,CLE,62,0.43548387096774194
JFK,BDL,11,0.2727272727272727
MSN,MEM,22,0.2727272727272727
MEM,RDU,64,0.359375
SLC,ONT,91,0.46153846153846156
SLC,COS,57,0.38596491228070173
JAN,DCA,25,0.08
IAD,BUF,64,0.46875
SFO,IAD,184,0.4891304347826087
SAT,DAL,310,0.5903225806451613
BOS,IAD,287,0.36585365853658536
MCI,MCO,62,0.6129032258064516
DFW,BDL,72,0.5
PDX,LAX,223,0.3811659192825112
SFO,SLC,242,0.5826446280991735
RNO,MDW,27,0.8888888888888888
EWR,ATL,426,0.49765258215962443
PHL,SJU,115,0.4434782608695652
MCO,ABQ,24,0.9166666666666666
SLC,DCA,27,0.37037037037037035
MSP,SMF,51,0.6470588235294118
IAH,STL,62,0.3709677419354839
SAN,MSP,67,0.4626865671641791
MEM,LAX,71,0.4647887323943662
DFW,LCH,44,0.29545454545454547
ITH,DTW,65,0.47692307692307695
CVG,RIC,43,0.37209302325581395
ORD,AVP,89,0.42696629213483145
CVG,MDT,42,0.30952380952380953
SYR,JFK,147,0.3741496598639456
ABQ,PDX,22,0.7727272727272727
